delivery_id,postcode,delivery_score,compliance_status,delivery_date,delivery_status,parcel_type
D00343,DS9 0RB,0.58,True,2025-01-29 20:43:23,Pending,Large Box
D00344,LA5 3EE,0.56,True,2023-06-30 18:39:56,Pending,Medium Box
D00345,RZ2 9HT,0.43,False,2023-03-16 09:00:36,Delivered,Small Box
D00346,HS7 1QI,0.57,True,2024-10-30 03:16:31,Pending,Letter
D00347,JH7 7DZ,0.17,False,2023-03-21 17:50:38,Failed,Large Box
D00348,UG2 0JJ,0.42,False,2024-05-07 19:18:35,Delivered,Large Box
D00349,FT3 9RP,0.03,False,2024-04-02 21:29:09,Failed,Letter
D00350,WX9 2UI,0.89,True,2025-01-21 05:22:04,Delivered,Large Box
D00351,PO9 2QE,0.02,False,2024-02-24 02:24:40,Failed,Small Box
D00352,KP9 7UW,0.6,True,2024-11-16 06:21:50,Delivered,Medium Box
D00353,EA3 6NC,0.53,True,2023-03-14 02:38:39,Delivered,Large Box
D00354,FC4 8WK,0.13,False,2024-12-02 21:18:59,Failed,Medium Box
D00355,HW5 2QP,0.41,False,2023-07-05 15:15:41,Failed,Small Box
D00356,IW9 6MT,0.57,True,2024-06-03 22:19:51,Failed,Letter
D00357,RV5 9UW,0.07,False,2024-10-19 05:26:38,Failed,Letter
D00358,LH2 6DE,0.09,False,2023-10-07 23:30:11,Pending,Large Box
D00359,AM4 0OT,0.37,False,2024-10-22 13:18:47,Pending,Small Box
D00360,OT2 2DP,0.56,True,2025-01-02 14:10:15,Pending,Large Box
D00361,MF4 8NX,0.66,True,2024-03-21 07:20:19,Delivered,Large Box
D00362,OW6 6PU,0.74,True,2024-05-07 08:34:02,Delivered,Medium Box
D00363,KG4 3ZO,0.5,True,2024-03-03 08:26:36,Failed,Medium Box
D00364,HY9 0NY,0.21,False,2023-07-24 19:31:12,Delivered,Medium Box
D00365,MX6 8RA,0.8,True,2023-01-12 17:43:13,Delivered,Letter
D00366,EK8 9QS,0.97,True,2024-01-20 16:26:04,Failed,Medium Box
D00367,FD5 1DI,0.96,True,2023-01-28 14:01:40,Failed,Small Box
D00368,XN1 5FH,0.84,True,2023-11-17 03:47:19,Failed,Medium Box
D00369,XY7 4NK,0.06,False,2025-02-01 14:01:33,Failed,Letter
D00370,ZG6 5XJ,0.77,True,2023-03-28 01:37:50,Pending,Small Box
D00371,UU7 4MR,0.26,False,2024-04-08 08:16:45,Pending,Large Box
D00372,QV7 6EY,0.55,True,2023-08-11 23:11:33,Pending,Medium Box
D00373,AN3 1DR,0.11,False,2025-03-06 17:03:47,Failed,Medium Box
D00374,UJ3 6DF,0.41,False,2024-05-08 01:44:35,Pending,Letter
D00375,GJ9 6UW,0.37,False,2023-12-18 21:45:42,Failed,Small Box
D00376,YJ7 2UR,0.9,True,2023-05-14 03:24:36,Delivered,Large Box
D00377,YL8 7IL,0.87,True,2024-07-05 14:58:17,Pending,Large Box
D00378,QD9 0CT,0.73,True,2023-11-18 03:30:31,Delivered,Medium Box
D00379,MC7 2TL,0.6,True,2023-02-06 04:34:59,Pending,Small Box
D00380,QJ7 6GM,0.78,True,2024-08-04 20:48:40,Delivered,Large Box
D00381,CI6 8YN,0.07,False,2025-03-19 19:16:53,Failed,Large Box
D00382,SE3 5ZY,0.18,False,2024-02-07 22:45:01,Failed,Large Box
D00383,OC7 1OS,0.12,False,2023-08-22 01:24:02,Failed,Small Box
D00384,FS7 9HI,0.92,True,2024-04-20 08:07:39,Pending,Large Box
D00385,QH5 9XR,0.05,False,2023-04-14 23:51:39,Delivered,Small Box
D00386,LB8 9QB,0.68,True,2023-10-22 02:02:05,Failed,Large Box
D00387,IT7 9DA,0.15,False,2023-04-05 04:02:56,Delivered,Letter
D00388,SK1 1CK,0.52,True,2024-02-18 01:57:34,Delivered,Letter
D00389,AO5 8CZ,0.91,True,2023-07-11 22:10:02,Failed,Medium Box
D00390,AO9 5OW,0.59,True,2023-10-23 03:12:00,Failed,Small Box
D00391,ET2 1MJ,0.35,False,2024-10-24 04:33:47,Pending,Large Box
D00392,SO1 5KE,0.88,True,2023-06-30 06:50:53,Pending,Letter
D00393,GY9 3TU,0.1,False,2024-05-28 04:13:47,Delivered,Letter
D00394,LT3 3AC,0.39,False,2023-05-24 20:26:10,Delivered,Small Box
D00395,EG1 6JT,0.06,False,2025-01-06 13:29:29,Failed,Small Box
D00396,WX5 6QH,0.51,True,2024-07-03 12:06:41,Failed,Small Box
D00397,ES9 6DC,0.07,False,2024-10-17 10:42:36,Pending,Letter
D00398,JE2 0AB,0.51,True,2025-03-28 02:33:27,Delivered,Small Box
D00399,BB7 6ZX,0.31,False,2023-09-17 14:12:25,Failed,Small Box
D00400,TB3 0VV,0.15,False,2024-07-10 15:03:31,Delivered,Small Box
D00401,XQ4 1WJ,0.21,False,2024-08-17 01:54:59,Failed,Small Box
D00402,QN2 7QH,0.52,True,2023-05-28 00:25:47,Delivered,Medium Box
D00403,LC4 7FV,0.12,False,2025-04-16 18:54:00,Failed,Medium Box
D00404,QX6 6PG,0.14,False,2024-09-20 04:27:07,Pending,Small Box
D00405,RN1 2PM,0.29,False,2024-06-25 03:11:38,Failed,Medium Box
D00406,DK7 7YX,0.96,True,2025-05-13 05:12:30,Delivered,Letter
D00407,MN8 2WB,0.58,True,2024-12-30 07:40:19,Pending,Large Box
D00408,PL3 0YK,0.73,True,2024-07-09 22:13:31,Pending,Small Box
D00409,FY1 7EP,0.3,False,2024-09-11 04:42:36,Failed,Letter
D00410,GE9 2KX,0.92,True,2023-11-07 20:23:56,Delivered,Small Box
D00411,AI8 2ND,0.5,True,2024-01-29 02:17:51,Pending,Medium Box
D00412,TL5 3HL,0.61,True,2025-05-28 17:49:51,Failed,Letter
D00413,UL9 3GO,0.85,True,2023-10-19 07:50:23,Pending,Small Box
D00414,CO8 3RF,0.66,True,2023-04-25 02:30:27,Failed,Large Box
D00415,FW9 9EU,0.22,False,2023-08-31 13:06:10,Pending,Small Box
D00416,TH7 2BN,0.12,False,2025-02-21 20:08:45,Pending,Letter
D00417,ZT1 0WQ,0.06,False,2025-01-28 17:42:03,Failed,Small Box
D00418,BO6 6QI,0.87,True,2023-04-15 03:20:08,Delivered,Large Box
D00419,NK8 8QS,0.35,False,2023-06-17 23:58:27,Delivered,Medium Box
D00420,SC4 5QL,0.31,False,2025-05-22 04:59:35,Failed,Letter
D00421,MS5 2YU,0.67,True,2023-01-07 21:57:10,Pending,Letter
D00422,CA2 7GK,0.31,False,2023-01-07 17:16:42,Failed,Large Box
D00423,LZ4 6XA,0.91,True,2023-09-16 08:14:57,Failed,Letter
D00424,YQ9 7BS,0.64,True,2023-01-20 20:38:22,Pending,Letter
D00425,ZN3 9UH,0.27,False,2023-12-11 18:06:46,Failed,Large Box
D00426,QK7 0AY,0.67,True,2023-04-23 03:58:09,Pending,Medium Box
D00427,AG9 8DZ,0.4,False,2024-01-04 08:15:44,Pending,Large Box
D00428,WR3 8TO,0.54,True,2025-02-23 11:30:32,Failed,Letter
D00429,JK9 5JI,0.21,False,2023-03-08 12:54:30,Delivered,Letter
D00430,HB6 6BW,0.89,True,2025-02-08 20:43:04,Failed,Medium Box
D00431,EE9 9GV,0.6,True,2023-01-06 20:53:33,Failed,Small Box
D00432,LN6 2QJ,0.84,True,2024-06-21 04:08:32,Pending,Small Box
D00433,CP2 1PS,0.29,False,2024-10-08 15:25:30,Delivered,Small Box
D00434,GS2 4ZQ,0.69,True,2024-07-29 00:57:35,Pending,Medium Box
D00435,OS6 2PK,0.31,False,2024-07-20 14:47:53,Pending,Small Box
D00436,ZF7 7UE,0.16,False,2024-12-11 23:43:57,Pending,Small Box
D00437,RS4 5OG,0.79,True,2025-01-21 18:51:42,Failed,Medium Box
D00438,RD6 8TB,0.65,True,2023-10-03 19:21:48,Failed,Small Box
D00439,JA3 2HI,0.68,True,2024-05-08 13:40:23,Pending,Medium Box
D00440,TI1 4ML,0.45,False,2024-01-15 14:14:55,Pending,Medium Box
D00441,CN5 5HS,0.41,False,2024-09-21 01:29:09,Failed,Letter
D00442,KB5 0VZ,0.49,False,2024-04-14 07:08:24,Failed,Large Box
D00443,EV5 6HZ,0.81,True,2025-05-21 04:09:42,Pending,Letter
D00444,TT6 7CK,0.86,True,2025-03-28 10:35:17,Delivered,Large Box
D00445,PC1 7EA,0.61,True,2023-07-19 07:50:58,Pending,Medium Box
D00446,ED7 7HX,0.72,True,2023-09-14 03:36:17,Delivered,Small Box
D00447,CY7 7ZG,0.18,False,2023-03-05 22:05:38,Failed,Large Box
D00448,QV8 5DF,0.76,True,2024-07-24 10:27:52,Pending,Letter
D00449,PC1 6VJ,0.91,True,2024-10-10 12:26:30,Pending,Small Box
D00450,IT6 9DB,0.39,False,2023-10-19 03:18:24,Delivered,Letter
D00451,IB6 0QA,0.18,False,2023-07-21 22:10:08,Pending,Large Box
D00452,FS1 9XU,0.51,True,2025-03-02 17:51:06,Pending,Letter
D00453,ZM3 3XZ,0.53,True,2024-02-26 05:53:41,Delivered,Small Box
D00454,VA7 1XQ,0.05,False,2025-01-28 13:10:25,Failed,Small Box
D00455,NJ6 9AJ,0.33,False,2024-12-18 21:44:00,Failed,Small Box
D00456,ZV1 8LB,0.51,True,2023-06-30 18:34:12,Pending,Letter
D00457,AT1 0XG,0.46,False,2025-04-20 20:49:00,Delivered,Letter
D00458,KY9 1LU,0.71,True,2025-02-15 22:06:33,Delivered,Medium Box
D00459,ON2 5FR,0.8,True,2023-04-01 04:10:31,Pending,Small Box
D00460,CZ2 1WL,0.62,True,2025-02-23 14:58:51,Failed,Small Box
D00461,IV5 6KM,0.83,True,2024-02-04 11:50:08,Delivered,Medium Box
D00462,FD6 0GH,0.21,False,2024-10-19 08:26:05,Delivered,Small Box
D00463,XL4 0MT,0.3,False,2024-06-23 17:00:06,Pending,Small Box
D00464,GG8 7DR,0.07,False,2023-12-24 22:08:55,Failed,Medium Box
D00465,ED6 8IK,0.61,True,2023-08-21 00:54:49,Failed,Small Box
D00466,CB8 1GA,0.08,False,2023-01-10 23:59:24,Pending,Large Box
D00467,BK6 2AP,0.8,True,2024-05-12 12:44:34,Failed,Medium Box
D00468,ZH7 7EP,0.17,False,2023-06-12 13:02:06,Pending,Medium Box
D00469,HC1 4PZ,0.1,False,2024-08-17 13:53:23,Delivered,Small Box
D00470,AW8 1NF,0.19,False,2025-03-17 18:59:20,Delivered,Letter
D00471,VZ1 5EU,0.59,True,2023-07-03 05:59:17,Pending,Small Box
D00472,TA7 7DV,0.44,False,2023-02-08 07:32:09,Delivered,Letter
D00473,UR4 6UP,0.47,False,2024-08-04 08:40:49,Pending,Small Box
D00474,LP5 5WB,0.96,True,2023-03-07 00:39:37,Delivered,Letter
D00475,EQ9 3MH,0.18,False,2024-11-27 17:05:54,Pending,Large Box
D00476,RT2 6SG,0.66,True,2024-06-25 01:18:13,Pending,Small Box
D00477,NO2 5IC,0.22,False,2025-01-02 02:34:11,Delivered,Medium Box
D00478,EF7 7TU,0.21,False,2025-04-13 03:25:42,Delivered,Letter
D00479,LN1 8VC,0.52,True,2024-05-12 08:41:52,Failed,Large Box
D00480,QZ2 6FH,0.31,False,2024-09-09 22:17:25,Pending,Small Box
D00481,OB4 2DY,0.72,True,2023-05-16 23:59:59,Delivered,Medium Box
D00482,CH3 3DO,0.54,True,2023-06-01 18:59:00,Delivered,Large Box
D00483,UW1 3ZT,0.81,True,2023-01-04 19:40:31,Delivered,Small Box
D00484,LS4 9TR,0.82,True,2023-02-12 18:25:08,Delivered,Medium Box
D00485,BR8 4RE,0.84,True,2025-04-17 02:09:37,Failed,Medium Box
D00486,TV9 7PD,0.05,False,2023-04-21 01:39:46,Failed,Medium Box
D00487,BY7 6TD,0.62,True,2025-01-28 07:35:35,Failed,Large Box
D00488,IA3 9OC,0.35,False,2025-05-28 15:26:52,Failed,Large Box
D00489,AQ8 5NW,0.78,True,2023-04-02 22:33:28,Delivered,Large Box
D00490,GF4 1QN,0.47,False,2025-03-29 17:00:20,Delivered,Letter
D00491,CW6 8OW,0.21,False,2023-08-04 04:44:00,Delivered,Small Box
D00492,XQ4 7IX,0.74,True,2025-01-17 23:29:35,Failed,Small Box
D00493,FJ4 4TS,0.9,True,2025-05-27 07:57:12,Failed,Small Box
D00494,JW2 9YS,0.35,False,2023-06-04 13:11:01,Delivered,Medium Box
D00495,RU6 3ZD,0.15,False,2023-07-07 13:23:13,Delivered,Small Box
D00496,RV6 1DG,0.08,False,2024-05-12 11:33:16,Pending,Large Box
D00497,OS6 3KD,0.1,False,2023-03-08 10:24:45,Pending,Large Box
D00498,UQ9 5YF,0.88,True,2024-10-29 18:28:40,Pending,Letter
D00499,FH7 5MO,0.47,False,2023-01-22 15:10:55,Delivered,Medium Box
D00500,ZO1 1PA,0.07,False,2023-02-22 03:29:33,Failed,Small Box
