delivery_id,postcode,latitude,longitude,delivery_score,compliance_status,delivery_date,delivery_status,parcel_type
D00272,NW6 7EH,51.543052,-0.2028,0.96,True,2023-11-12 01:24:32,Failed,Small Box
D00273,W1D 2HP,51.515666,-0.135284,0.67,True,2024-12-30 16:40:39,Failed,Small Box
D00274,N1 2RY,51.537499,-0.102178,0.56,True,2024-02-07 05:08:01,Pending,Medium Box
D00275,NW1 8BF,51.542645,-0.146572,0.06,False,2024-11-18 12:58:42,Pending,Small Box
D00276,NW6 7EH,51.543052,-0.2028,0.84,True,2024-02-10 23:40:17,Failed,Small Box
D00277,SE1 7PB,51.5025,-0.119384,0.25,False,2024-02-06 14:24:05,Delivered,Large Box
D00278,N3 3HG,51.596078,-0.208168,0.68,True,2023-09-07 16:37:52,Pending,Large Box
D00279,W7 2AE,51.499006,-0.329397,0.17,False,2024-09-16 08:52:22,Pending,Large Box
D00280,NW11 6SR,51.581904,-0.187339,0.76,True,2024-04-12 16:57:58,Failed,Small Box
D00281,SE1 7PB,51.5025,-0.119384,0.75,True,2024-04-13 13:37:35,Delivered,Letter
D00282,EC1A 1BB,51.524565,-0.112042,0.16,False,2023-12-01 20:04:55,Failed,Small Box
D00283,W7 2AE,51.499006,-0.329397,0.09,False,2025-01-15 01:40:11,Failed,Small Box
D00284,NW1 8BF,51.542645,-0.146572,0.61,True,2025-02-13 06:11:56,Failed,Large Box
D00285,N1 2RY,51.537499,-0.102178,0.71,True,2024-07-07 05:46:25,Delivered,Large Box
D00286,NW1 8BF,51.542645,-0.146572,0.21,False,2023-10-19 23:58:45,Pending,Large Box
D00287,NW6 7EH,51.543052,-0.2028,0.06,False,2023-10-07 16:25:57,Failed,Small Box
D00288,EC1A 1BB,51.524565,-0.112042,0.32,False,2024-09-10 04:12:13,Delivered,Letter
D00289,EC1A 1BB,51.524565,-0.112042,0.44,False,2023-03-03 18:17:24,Pending,Small Box
D00290,NW11 6SR,51.581904,-0.187339,0.83,True,2023-05-29 19:10:51,Failed,Letter
D00291,NW11 6SR,51.581904,-0.187339,0.47,False,2023-03-23 22:14:41,Delivered,Small Box
D00292,SE1 7PB,51.5025,-0.119384,0.6,True,2024-07-14 19:42:00,Delivered,Small Box
D00293,NW5 1PL,51.558613,-0.1483,0.44,False,2024-05-10 19:04:26,Failed,Letter
D00294,W1D 2HP,51.515666,-0.135284,0.99,True,2023-05-15 13:50:30,Delivered,Medium Box
D00295,NW11 6SR,51.581904,-0.187339,0.93,True,2023-04-14 16:46:47,Failed,Large Box
D00296,EC1A 1BB,51.524565,-0.112042,0.45,False,2024-05-17 13:33:37,Failed,Large Box
D00297,EC1A 1BB,51.524565,-0.112042,0.27,False,2023-05-22 03:34:16,Pending,Large Box
D00298,W3 6YJ,51.517102,-0.259135,0.98,True,2023-01-26 16:29:45,Pending,Medium Box
D00299,SE8 4PB,51.474959,-0.025041,0.76,True,2025-05-20 13:06:41,Pending,Letter
D00300,N1 2RY,51.537499,-0.102178,1.0,True,2023-11-03 06:37:13,Pending,Medium Box
D00301,N3 3HG,51.596078,-0.208168,0.59,True,2024-01-22 22:14:46,Pending,Letter
D00302,SW1A 1AA,51.501009,-0.141588,0.44,False,2023-12-21 16:19:35,Delivered,Letter
D00303,W5 4JJ,51.499591,-0.303774,0.7,True,2024-01-23 10:00:24,Failed,Large Box
D00304,NW1 8BF,51.542645,-0.146572,0.51,True,2024-08-23 00:13:38,Pending,Small Box
D00305,W3 6YJ,51.517102,-0.259135,0.6,True,2025-01-01 20:40:35,Failed,Large Box
D00306,NW11 6SR,51.581904,-0.187339,0.97,True,2023-05-23 14:35:36,Pending,Large Box
D00307,N1 2RY,51.537499,-0.102178,0.92,True,2025-04-15 10:22:11,Delivered,Small Box
D00308,NW6 7EH,51.543052,-0.2028,0.41,False,2023-03-10 09:57:34,Delivered,Medium Box
D00309,N3 3HG,51.596078,-0.208168,0.23,False,2025-02-18 22:29:35,Delivered,Large Box
D00310,NW1 8BF,51.542645,-0.146572,0.42,False,2024-08-07 00:42:07,Failed,Large Box
D00311,EC1A 1BB,51.524565,-0.112042,0.14,False,2024-09-29 22:39:07,Pending,Large Box
D00312,SE8 4PB,51.474959,-0.025041,0.52,True,2024-06-13 19:06:42,Pending,Large Box
D00313,W3 6YJ,51.517102,-0.259135,0.13,False,2024-01-01 07:09:03,Failed,Small Box
D00314,NW5 1PL,51.558613,-0.1483,0.94,True,2023-03-23 12:27:23,Delivered,Small Box
D00315,NW5 1PL,51.558613,-0.1483,0.23,False,2023-10-29 05:06:06,Pending,Small Box
D00316,SE8 4PB,51.474959,-0.025041,0.96,True,2023-07-19 17:53:10,Delivered,Small Box
D00317,W5 4JJ,51.499591,-0.303774,0.94,True,2024-05-23 12:59:27,Failed,Letter
D00318,SE1 7PB,51.5025,-0.119384,0.76,True,2023-11-09 15:08:01,Failed,Small Box
D00319,W5 4JJ,51.499591,-0.303774,0.71,True,2023-01-08 17:44:08,Pending,Large Box
D00320,NW5 1PL,51.558613,-0.1483,0.52,True,2023-02-01 17:04:30,Pending,Small Box
D00321,SE1 7PB,51.5025,-0.119384,0.73,True,2024-11-11 02:00:41,Pending,Medium Box
D00322,NW5 1PL,51.558613,-0.1483,0.47,False,2024-12-25 10:34:47,Pending,Medium Box
D00323,W1D 2HP,51.515666,-0.135284,0.15,False,2024-12-08 04:55:36,Delivered,Large Box
D00324,SE1 7PB,51.5025,-0.119384,0.38,False,2023-06-23 02:27:13,Delivered,Large Box
D00325,NW6 7EH,51.543052,-0.2028,0.84,True,2024-04-16 03:54:26,Delivered,Letter
D00326,NW1 8BF,51.542645,-0.146572,0.04,False,2025-02-19 23:32:49,Delivered,Letter
D00327,E1 6AN,51.518887,-0.078479,0.66,True,2024-11-12 13:23:04,Delivered,Large Box
D00328,NW5 1PL,51.558613,-0.1483,0.84,True,2024-08-07 03:07:20,Failed,Large Box
D00329,EC1A 1BB,51.524565,-0.112042,0.57,True,2024-04-26 14:26:10,Delivered,Medium Box
D00330,NW5 1PL,51.558613,-0.1483,0.82,True,2025-02-08 18:47:47,Delivered,Medium Box
D00331,NW5 1PL,51.558613,-0.1483,0.25,False,2023-05-13 13:49:25,Delivered,Large Box
D00332,NW1 8BF,51.542645,-0.146572,0.7,True,2023-01-30 09:31:39,Delivered,Letter
D00333,N1 2RY,51.537499,-0.102178,0.74,True,2024-01-05 21:03:08,Pending,Large Box
D00334,NW5 1PL,51.558613,-0.1483,0.79,True,2024-10-06 09:17:19,Failed,Small Box
D00335,NW5 1PL,51.558613,-0.1483,0.56,True,2024-05-06 03:29:05,Delivered,Large Box
D00336,NW1 8BF,51.542645,-0.146572,0.82,True,2025-03-31 13:45:03,Delivered,Medium Box
D00337,N3 3HG,51.596078,-0.208168,0.15,False,2023-02-24 19:58:42,Failed,Large Box
D00338,NW5 1PL,51.558613,-0.1483,0.49,False,2024-05-14 17:34:49,Failed,Large Box
D00339,NW11 6SR,51.581904,-0.187339,0.02,False,2023-05-31 23:47:52,Delivered,Large Box
D00340,E1 6AN,51.518887,-0.078479,0.8,True,2024-12-29 16:37:54,Failed,Letter
D00341,NW1 8BF,51.542645,-0.146572,0.11,False,2024-01-10 07:41:27,Delivered,Large Box
D00342,W7 2AE,51.499006,-0.329397,0.58,True,2023-11-21 00:48:01,Delivered,Small Box
D00343,SW1A 1AA,51.501009,-0.141588,0.32,False,2023-10-14 09:57:44,Pending,Letter
D00344,NW6 7EH,51.543052,-0.2028,0.6,True,2024-04-14 13:06:03,Failed,Large Box
D00345,E1 6AN,51.518887,-0.078479,0.21,False,2023-08-10 19:50:26,Pending,Medium Box
D00346,N1 2RY,51.537499,-0.102178,0.49,False,2023-06-25 17:19:18,Delivered,Medium Box
D00347,SE8 4PB,51.474959,-0.025041,0.92,True,2024-04-11 12:24:24,Pending,Small Box
D00348,NW1 8BF,51.542645,-0.146572,0.89,True,2025-03-06 08:20:29,Failed,Letter
D00349,E1 6AN,51.518887,-0.078479,0.91,True,2024-04-28 15:13:59,Pending,Letter
D00350,W3 6YJ,51.517102,-0.259135,0.64,True,2024-12-13 17:40:33,Failed,Letter
D00351,NW11 6SR,51.581904,-0.187339,0.93,True,2024-08-24 01:27:08,Delivered,Medium Box
D00352,SE8 4PB,51.474959,-0.025041,0.51,True,2024-12-18 05:14:42,Pending,Small Box
D00353,E1 6AN,51.518887,-0.078479,0.56,True,2025-03-13 14:43:35,Delivered,Letter
D00354,N3 3HG,51.596078,-0.208168,0.26,False,2023-07-06 11:42:46,Pending,Small Box
D00355,NW1 8BF,51.542645,-0.146572,0.88,True,2025-04-20 10:35:40,Failed,Small Box
D00356,NW6 7EH,51.543052,-0.2028,0.93,True,2025-03-27 03:46:29,Failed,Medium Box
D00357,SE8 4PB,51.474959,-0.025041,0.3,False,2023-11-07 16:53:34,Failed,Medium Box
D00358,N1 2RY,51.537499,-0.102178,0.35,False,2024-03-20 03:08:00,Delivered,Letter
D00359,NW1 8BF,51.542645,-0.146572,0.01,False,2024-06-21 23:13:15,Delivered,Letter
D00360,W1D 2HP,51.515666,-0.135284,0.31,False,2024-06-20 23:06:08,Failed,Letter
D00361,NW6 7EH,51.543052,-0.2028,0.18,False,2023-01-04 17:07:28,Pending,Small Box
D00362,EC1A 1BB,51.524565,-0.112042,0.45,False,2024-10-10 00:17:23,Failed,Large Box
D00363,W3 6YJ,51.517102,-0.259135,0.49,False,2024-12-11 02:57:26,Pending,Letter
D00364,W5 4JJ,51.499591,-0.303774,0.26,False,2023-12-21 07:47:39,Pending,Small Box
D00365,W1D 2HP,51.515666,-0.135284,0.15,False,2024-01-31 05:03:37,Pending,Large Box
D00366,N3 3HG,51.596078,-0.208168,0.61,True,2024-02-11 00:29:59,Delivered,Letter
D00367,NW1 8BF,51.542645,-0.146572,0.04,False,2025-04-02 09:57:50,Pending,Letter
D00368,NW11 6SR,51.581904,-0.187339,0.35,False,2023-09-15 04:42:12,Failed,Letter
D00369,NW1 8BF,51.542645,-0.146572,0.77,True,2023-02-09 17:38:36,Pending,Small Box
D00370,W5 4JJ,51.499591,-0.303774,0.14,False,2023-06-27 08:33:21,Pending,Large Box
D00371,W7 2AE,51.499006,-0.329397,0.61,True,2024-11-28 16:02:18,Failed,Medium Box
D00372,N3 3HG,51.596078,-0.208168,0.35,False,2023-05-04 18:09:17,Failed,Medium Box
D00373,N3 3HG,51.596078,-0.208168,0.05,False,2024-07-18 20:44:08,Pending,Large Box
D00374,W1D 2HP,51.515666,-0.135284,0.25,False,2023-05-13 07:57:59,Failed,Small Box
D00375,SE1 7PB,51.5025,-0.119384,0.66,True,2023-10-16 19:02:50,Delivered,Medium Box
D00376,NW1 8BF,51.542645,-0.146572,0.25,False,2024-12-24 21:21:32,Pending,Large Box
D00377,NW1 8BF,51.542645,-0.146572,0.1,False,2023-06-14 00:48:49,Delivered,Large Box
D00378,NW11 6SR,51.581904,-0.187339,0.73,True,2024-11-19 09:24:17,Pending,Letter
D00379,EC1A 1BB,51.524565,-0.112042,0.82,True,2023-03-13 22:43:41,Delivered,Large Box
D00380,W7 2AE,51.499006,-0.329397,0.09,False,2025-04-17 04:30:18,Delivered,Small Box
D00381,W1D 2HP,51.515666,-0.135284,0.05,False,2023-03-18 12:46:59,Pending,Medium Box
D00382,NW5 1PL,51.558613,-0.1483,0.38,False,2023-12-17 10:10:31,Failed,Letter
D00383,NW6 7EH,51.543052,-0.2028,0.51,True,2023-04-13 17:07:49,Delivered,Small Box
D00384,NW11 6SR,51.581904,-0.187339,0.83,True,2023-09-01 10:27:04,Pending,Letter
D00385,EC1A 1BB,51.524565,-0.112042,0.63,True,2023-04-23 13:29:17,Pending,Small Box
D00386,SE8 4PB,51.474959,-0.025041,0.72,True,2023-12-18 03:19:31,Pending,Small Box
D00387,SE1 7PB,51.5025,-0.119384,0.97,True,2024-09-08 09:12:00,Delivered,Large Box
D00388,N1 2RY,51.537499,-0.102178,0.08,False,2025-02-17 01:15:58,Pending,Small Box
D00389,NW1 8BF,51.542645,-0.146572,0.33,False,2025-03-27 00:06:32,Delivered,Large Box
D00390,W3 6YJ,51.517102,-0.259135,0.27,False,2023-02-24 13:56:32,Failed,Medium Box
D00391,N1 2RY,51.537499,-0.102178,0.74,True,2023-01-13 04:57:38,Pending,Letter
D00392,W3 6YJ,51.517102,-0.259135,0.32,False,2023-01-26 03:01:06,Delivered,Letter
D00393,N1 2RY,51.537499,-0.102178,0.82,True,2023-06-07 21:31:37,Pending,Letter
D00394,NW5 1PL,51.558613,-0.1483,0.12,False,2025-02-16 19:39:01,Delivered,Large Box
D00395,W3 6YJ,51.517102,-0.259135,0.25,False,2023-06-19 22:17:59,Failed,Small Box
D00396,SW1A 1AA,51.501009,-0.141588,0.49,False,2024-06-24 20:13:57,Failed,Medium Box
D00397,N3 3HG,51.596078,-0.208168,0.92,True,2023-06-11 08:53:25,Delivered,Letter
D00398,W7 2AE,51.499006,-0.329397,0.9,True,2025-05-19 03:21:51,Failed,Large Box
D00399,NW5 1PL,51.558613,-0.1483,0.26,False,2023-10-12 22:46:28,Delivered,Large Box
D00400,N1 2RY,51.537499,-0.102178,0.78,True,2023-03-22 03:13:08,Failed,Small Box
D00401,N3 3HG,51.596078,-0.208168,0.87,True,2023-11-05 23:35:05,Delivered,Large Box
D00402,N3 3HG,51.596078,-0.208168,0.32,False,2025-04-01 13:25:57,Pending,Small Box
D00403,E1 6AN,51.518887,-0.078479,0.69,True,2023-02-13 17:50:20,Failed,Small Box
D00404,NW11 6SR,51.581904,-0.187339,0.66,True,2023-11-06 12:33:47,Pending,Medium Box
D00405,W1D 2HP,51.515666,-0.135284,0.64,True,2023-05-26 14:52:46,Pending,Small Box
D00406,SE1 7PB,51.5025,-0.119384,0.11,False,2023-04-28 04:58:58,Delivered,Medium Box
D00407,SE8 4PB,51.474959,-0.025041,0.17,False,2023-06-04 21:25:02,Failed,Medium Box
D00408,SE8 4PB,51.474959,-0.025041,0.17,False,2023-05-05 04:45:54,Failed,Small Box
D00409,E1 6AN,51.518887,-0.078479,0.29,False,2024-09-21 00:16:32,Failed,Large Box
D00410,N3 3HG,51.596078,-0.208168,0.72,True,2023-08-23 08:43:02,Pending,Medium Box
D00411,NW5 1PL,51.558613,-0.1483,0.96,True,2023-03-08 20:52:22,Delivered,Letter
D00412,E1 6AN,51.518887,-0.078479,0.41,False,2024-07-10 22:50:08,Failed,Small Box
D00413,W3 6YJ,51.517102,-0.259135,0.61,True,2023-06-03 13:38:45,Delivered,Small Box
D00414,NW5 1PL,51.558613,-0.1483,0.63,True,2025-05-22 20:57:43,Delivered,Medium Box
D00415,W5 4JJ,51.499591,-0.303774,0.32,False,2023-06-17 19:51:36,Failed,Medium Box
D00416,SW1A 1AA,51.501009,-0.141588,0.49,False,2025-01-28 13:28:31,Failed,Small Box
D00417,E1 6AN,51.518887,-0.078479,0.86,True,2024-05-29 00:45:09,Delivered,Large Box
D00418,E1 6AN,51.518887,-0.078479,0.79,True,2023-12-08 11:44:07,Delivered,Medium Box
D00419,SE1 7PB,51.5025,-0.119384,0.38,False,2024-04-01 00:20:50,Failed,Letter
D00420,W7 2AE,51.499006,-0.329397,0.61,True,2024-03-26 13:54:00,Failed,Letter
D00421,N3 3HG,51.596078,-0.208168,0.29,False,2024-03-06 20:33:09,Delivered,Letter
D00422,W5 4JJ,51.499591,-0.303774,0.89,True,2024-10-12 05:24:14,Pending,Medium Box
D00423,W3 6YJ,51.517102,-0.259135,0.39,False,2023-06-21 19:55:48,Delivered,Medium Box
D00424,SE1 7PB,51.5025,-0.119384,0.85,True,2025-04-09 03:07:47,Delivered,Small Box
D00425,SW1A 1AA,51.501009,-0.141588,0.45,False,2024-11-19 00:33:57,Pending,Small Box
D00426,N1 2RY,51.537499,-0.102178,0.65,True,2024-06-04 16:14:37,Pending,Medium Box
D00427,W5 4JJ,51.499591,-0.303774,0.03,False,2024-07-27 14:36:43,Pending,Medium Box
D00428,EC1A 1BB,51.524565,-0.112042,0.84,True,2024-05-11 00:26:51,Failed,Letter
D00429,NW1 8BF,51.542645,-0.146572,0.17,False,2023-12-06 14:29:04,Failed,Large Box
D00430,SE8 4PB,51.474959,-0.025041,0.02,False,2024-12-10 02:18:43,Delivered,Letter
D00431,SE1 7PB,51.5025,-0.119384,0.55,True,2023-08-17 09:08:12,Delivered,Large Box
D00432,NW1 8BF,51.542645,-0.146572,0.82,True,2024-01-04 13:30:07,Delivered,Small Box
D00433,W7 2AE,51.499006,-0.329397,0.85,True,2025-01-29 06:34:18,Pending,Large Box
D00434,EC1A 1BB,51.524565,-0.112042,0.61,True,2023-09-28 10:34:28,Failed,Large Box
D00435,W7 2AE,51.499006,-0.329397,0.4,False,2025-04-15 06:31:37,Pending,Letter
D00436,W7 2AE,51.499006,-0.329397,0.64,True,2023-11-19 06:30:14,Failed,Medium Box
D00437,E1 6AN,51.518887,-0.078479,0.27,False,2024-04-21 23:23:46,Pending,Medium Box
D00438,NW11 6SR,51.581904,-0.187339,0.98,True,2023-10-05 15:31:38,Delivered,Letter
D00439,NW5 1PL,51.558613,-0.1483,0.69,True,2023-09-14 06:09:21,Failed,Small Box
D00440,W3 6YJ,51.517102,-0.259135,0.94,True,2023-06-15 09:23:51,Pending,Medium Box
D00441,SE8 4PB,51.474959,-0.025041,0.13,False,2023-02-15 17:10:09,Failed,Large Box
D00442,NW5 1PL,51.558613,-0.1483,0.67,True,2023-07-09 18:16:09,Delivered,Medium Box
D00443,SE8 4PB,51.474959,-0.025041,0.84,True,2023-07-24 11:53:13,Delivered,Letter
D00444,W7 2AE,51.499006,-0.329397,0.36,False,2025-05-23 05:17:59,Pending,Letter
D00445,W5 4JJ,51.499591,-0.303774,0.49,False,2023-08-23 06:18:09,Failed,Small Box
D00446,NW1 8BF,51.542645,-0.146572,0.06,False,2025-01-05 13:43:20,Delivered,Large Box
D00447,NW11 6SR,51.581904,-0.187339,0.18,False,2023-12-26 05:41:12,Pending,Letter
D00448,SE1 7PB,51.5025,-0.119384,0.32,False,2023-04-17 03:49:43,Pending,Large Box
D00449,W5 4JJ,51.499591,-0.303774,0.86,True,2024-05-06 12:53:38,Pending,Letter
D00450,E1 6AN,51.518887,-0.078479,0.43,False,2024-11-04 22:34:33,Failed,Letter
D00451,EC1A 1BB,51.524565,-0.112042,0.16,False,2025-04-07 10:58:59,Failed,Small Box
D00452,NW6 7EH,51.543052,-0.2028,0.79,True,2024-08-11 02:27:49,Delivered,Large Box
D00453,E1 6AN,51.518887,-0.078479,0.57,True,2024-03-05 01:40:43,Pending,Large Box
D00454,NW1 8BF,51.542645,-0.146572,0.72,True,2024-09-02 21:15:02,Delivered,Medium Box
D00455,NW6 7EH,51.543052,-0.2028,0.47,False,2023-10-11 15:51:28,Failed,Medium Box
D00456,SW1A 1AA,51.501009,-0.141588,0.41,False,2024-01-25 20:59:03,Pending,Small Box
D00457,SW1A 1AA,51.501009,-0.141588,0.4,False,2024-06-17 01:32:50,Delivered,Letter
D00458,W3 6YJ,51.517102,-0.259135,0.72,True,2024-10-28 05:25:35,Failed,Medium Box
D00459,NW5 1PL,51.558613,-0.1483,0.83,True,2023-06-02 01:55:52,Pending,Medium Box
D00460,W3 6YJ,51.517102,-0.259135,0.07,False,2024-06-06 05:07:15,Pending,Large Box
D00461,W7 2AE,51.499006,-0.329397,0.29,False,2025-02-28 22:21:32,Failed,Medium Box
D00462,SE8 4PB,51.474959,-0.025041,0.23,False,2024-10-22 16:57:44,Pending,Medium Box
D00463,NW11 6SR,51.581904,-0.187339,0.28,False,2024-05-07 11:24:51,Failed,Small Box
D00464,W3 6YJ,51.517102,-0.259135,0.27,False,2024-08-10 20:30:04,Failed,Large Box
D00465,N3 3HG,51.596078,-0.208168,0.75,True,2023-07-09 05:36:46,Delivered,Medium Box
D00466,SW1A 1AA,51.501009,-0.141588,0.7,True,2023-07-22 04:24:38,Failed,Large Box
D00467,NW5 1PL,51.558613,-0.1483,0.43,False,2024-04-14 14:17:55,Failed,Large Box
D00468,W5 4JJ,51.499591,-0.303774,0.9,True,2024-06-04 17:26:18,Pending,Letter
D00469,W7 2AE,51.499006,-0.329397,0.58,True,2024-12-26 05:37:31,Delivered,Medium Box
D00470,EC1A 1BB,51.524565,-0.112042,0.83,True,2024-08-12 22:41:43,Failed,Small Box
D00471,NW1 8BF,51.542645,-0.146572,0.03,False,2023-02-16 18:41:16,Delivered,Letter
D00472,NW1 8BF,51.542645,-0.146572,1.0,True,2023-07-24 14:55:19,Pending,Letter
D00473,W1D 2HP,51.515666,-0.135284,0.32,False,2024-12-11 07:49:51,Pending,Letter
D00474,NW1 8BF,51.542645,-0.146572,0.1,False,2023-07-06 09:06:38,Pending,Small Box
D00475,SW1A 1AA,51.501009,-0.141588,0.93,True,2024-01-09 07:41:08,Pending,Large Box
D00476,NW5 1PL,51.558613,-0.1483,0.15,False,2024-07-28 05:56:31,Delivered,Medium Box
D00477,W3 6YJ,51.517102,-0.259135,0.12,False,2024-02-17 14:09:02,Pending,Large Box
D00478,W5 4JJ,51.499591,-0.303774,0.68,True,2025-01-09 21:26:56,Failed,Medium Box
D00479,NW6 7EH,51.543052,-0.2028,0.72,True,2024-10-13 00:55:36,Delivered,Large Box
D00480,NW1 8BF,51.542645,-0.146572,0.77,True,2023-02-17 15:52:50,Delivered,Large Box
D00481,SW1A 1AA,51.501009,-0.141588,0.48,False,2023-12-18 06:16:30,Failed,Medium Box
D00482,W1D 2HP,51.515666,-0.135284,0.27,False,2024-08-15 02:34:27,Failed,Letter
D00483,SE1 7PB,51.5025,-0.119384,0.53,True,2024-08-22 23:13:22,Pending,Letter
D00484,W7 2AE,51.499006,-0.329397,0.52,True,2023-01-21 08:38:24,Pending,Medium Box
D00485,NW5 1PL,51.558613,-0.1483,0.51,True,2024-05-10 17:06:56,Failed,Large Box
D00486,NW5 1PL,51.558613,-0.1483,0.89,True,2024-10-08 07:59:59,Delivered,Large Box
D00487,N3 3HG,51.596078,-0.208168,0.55,True,2024-04-17 15:44:57,Delivered,Small Box
D00488,W5 4JJ,51.499591,-0.303774,0.96,True,2023-10-16 21:36:15,Delivered,Medium Box
D00489,NW11 6SR,51.581904,-0.187339,0.57,True,2025-04-20 19:54:21,Pending,Medium Box
D00490,SW1A 1AA,51.501009,-0.141588,0.53,True,2025-04-29 07:03:56,Failed,Large Box
D00491,W5 4JJ,51.499591,-0.303774,0.84,True,2024-11-03 06:03:49,Failed,Letter
D00492,NW1 8BF,51.542645,-0.146572,0.78,True,2023-10-27 17:29:41,Pending,Medium Box
D00493,W5 4JJ,51.499591,-0.303774,0.39,False,2024-04-10 11:09:54,Pending,Letter
D00494,W1D 2HP,51.515666,-0.135284,0.33,False,2023-04-23 22:35:27,Delivered,Letter
D00495,NW11 6SR,51.581904,-0.187339,0.04,False,2023-09-10 20:25:11,Pending,Large Box
D00496,W5 4JJ,51.499591,-0.303774,0.97,True,2024-05-21 15:47:59,Pending,Medium Box
D00497,NW5 1PL,51.558613,-0.1483,0.73,True,2023-11-29 07:25:37,Delivered,Large Box
D00498,W3 6YJ,51.517102,-0.259135,0.89,True,2023-09-11 08:30:40,Pending,Small Box
D00499,W1D 2HP,51.515666,-0.135284,0.78,True,2025-04-15 19:51:20,Delivered,Small Box
D00500,N1 2RY,51.537499,-0.102178,0.69,True,2025-04-28 21:38:44,Failed,Letter
