delivery_id,postcode,delivery_score,compliance_status,delivery_date,delivery_status,parcel_type
D00313,NW1 8BF,0.49,False,2025-02-07 10:25:11.038914968,Failed,Small Box
D00314,WC2E 7HQ,0.65,True,2023-11-06 00:33:49.880889824,Delivered,Letter
D00315,E1 6AN,0.34,False,2024-02-28 07:51:30.178252536,Failed,Letter
D00316,E1 6AN,0.35,False,2023-06-10 05:57:24.219453780,Pending,Medium Box
D00317,W1D 2HP,0.12,False,2024-04-02 08:21:54.017260776,Pending,Medium Box
D00318,SW1A 1AA,0.14,False,2024-07-20 12:49:35.075730240,Pending,Letter
D00319,N1 2RY,0.37,False,2023-06-24 14:58:20.415728312,Delivered,Large Box
D00320,SW1A 1AA,0.97,True,2024-09-26 19:35:17.277528480,Failed,Small Box
D00321,NW1 8BF,0.88,True,2024-04-10 20:17:07.928211136,Pending,Letter
D00322,NW1 8BF,0.29,False,2023-11-14 01:49:42.658869964,Delivered,Large Box
D00323,N1 2RY,0.04,False,2023-03-12 10:02:38.396505814,Failed,Medium Box
D00324,SW1A 1AA,0.61,True,2024-12-27 19:12:51.334344440,Failed,Small Box
D00325,WC2E 7HQ,0.76,True,2023-04-13 22:39:37.286706166,Pending,Medium Box
D00326,WC2E 7HQ,0.74,True,2023-07-20 08:47:02.803526824,Failed,Small Box
D00327,WC2E 7HQ,0.81,True,2024-10-21 21:04:53.724671032,Pending,Letter
D00328,E1 6AN,0.81,True,2024-06-13 10:38:59.399394656,Failed,Large Box
D00329,EC1A 1BB,0.06,False,2023-11-25 09:57:29.479510080,Failed,Small Box
D00330,SW1A 1AA,0.64,True,2024-08-26 02:50:27.436072840,Pending,Large Box
D00331,NW1 8BF,0.51,True,2023-05-09 15:56:16.042742024,Pending,Letter
D00332,NW1 8BF,0.26,False,2023-10-26 00:36:08.681527488,Delivered,Small Box
D00333,SE1 7PB,0.78,True,2024-12-14 17:48:55.834845136,Failed,Large Box
D00334,E1 6AN,0.14,False,2024-09-07 14:35:56.313604064,Pending,Small Box
D00335,SE1 7PB,0.37,False,2023-12-29 00:37:54.386503304,Failed,Small Box
D00336,E1 6AN,0.3,False,2025-01-09 03:17:02.536664952,Failed,Small Box
D00337,EC1A 1BB,0.89,True,2023-01-14 03:37:49.993211370,Delivered,Medium Box
D00338,EC1A 1BB,0.76,True,2024-04-27 10:52:59.046906312,Delivered,Medium Box
D00339,W1D 2HP,0.58,True,2025-04-05 16:29:42.375116944,Pending,Small Box
D00340,EC1A 1BB,0.34,False,2024-12-01 13:38:26.480080472,Pending,Small Box
D00341,EC1A 1BB,0.88,True,2023-04-24 14:52:00.832525820,Pending,Small Box
D00342,EC1A 1BB,0.27,False,2023-08-03 19:41:23.922767476,Delivered,Medium Box
D00343,NW1 8BF,0.39,False,2024-09-05 06:29:30.224340416,Failed,Medium Box
D00344,NW1 8BF,0.79,True,2025-02-09 21:12:16.446908432,Pending,Large Box
D00345,EC1A 1BB,0.4,False,2023-02-26 01:14:25.082123076,Failed,Letter
D00346,W1D 2HP,0.82,True,2025-05-13 06:30:39.927595264,Delivered,Large Box
D00347,W1D 2HP,0.51,True,2023-02-05 17:56:54.430663850,Pending,Medium Box
D00348,SE1 7PB,0.28,False,2023-10-06 11:57:27.346578092,Failed,Large Box
D00349,NW1 8BF,0.23,False,2025-04-03 04:19:21.907044448,Failed,Letter
D00350,SW1A 1AA,0.62,True,2024-05-30 09:52:12.509234096,Delivered,Large Box
D00351,E1 6AN,0.91,True,2024-03-17 20:08:35.274150416,Pending,Small Box
D00352,W1D 2HP,0.26,False,2024-05-15 02:55:49.189055088,Delivered,Small Box
D00353,EC1A 1BB,0.71,True,2024-11-05 19:12:48.468995984,Pending,Large Box
D00354,WC2E 7HQ,0.03,False,2023-06-26 13:44:48.495081634,Pending,Letter
D00355,WC2E 7HQ,0.93,True,2023-04-03 18:13:20.377359881,Pending,Small Box
D00356,NW1 8BF,0.88,True,2024-08-05 04:14:58.635323792,Failed,Medium Box
D00357,SW1A 1AA,0.28,False,2023-12-25 02:24:03.190644496,Delivered,Large Box
D00358,WC2E 7HQ,0.94,True,2024-06-13 07:45:18.924646328,Pending,Medium Box
D00359,N1 2RY,0.47,False,2024-12-01 07:42:43.454164160,Pending,Letter
D00360,SW1A 1AA,0.92,True,2023-11-12 05:05:24.787041960,Pending,Medium Box
D00361,N1 2RY,0.61,True,2023-03-16 23:18:03.913686448,Failed,Medium Box
D00362,W1D 2HP,0.92,True,2023-10-29 05:10:25.199982896,Failed,Letter
D00363,EC1A 1BB,0.57,True,2024-08-20 04:41:57.804568312,Pending,Letter
D00364,EC1A 1BB,0.89,True,2024-03-31 11:09:50.945758032,Pending,Small Box
D00365,N1 2RY,0.45,False,2024-01-10 12:38:20.577949780,Pending,Large Box
D00366,SW1A 1AA,0.73,True,2023-11-26 03:00:41.400294708,Delivered,Medium Box
D00367,E1 6AN,0.26,False,2025-01-08 16:24:21.965605208,Pending,Medium Box
D00368,W1D 2HP,0.53,True,2023-11-09 22:50:47.987642424,Failed,Letter
D00369,EC1A 1BB,0.17,False,2025-02-12 17:13:22.238640384,Delivered,Small Box
D00370,SW1A 1AA,0.19,False,2024-07-20 01:34:09.816170496,Failed,Medium Box
D00371,NW1 8BF,0.84,True,2025-05-26 08:34:20.880295552,Delivered,Small Box
D00372,NW1 8BF,0.68,True,2024-03-15 10:33:58.597425408,Delivered,Small Box
D00373,E1 6AN,0.98,True,2023-10-06 19:34:51.136160748,Delivered,Large Box
D00374,SW1A 1AA,0.62,True,2023-12-04 03:19:41.538203648,Failed,Letter
D00375,W1D 2HP,0.81,True,2025-05-23 14:49:03.413334288,Failed,Small Box
D00376,E1 6AN,0.59,True,2025-03-26 10:01:20.513927600,Failed,Medium Box
D00377,W1D 2HP,0.22,False,2025-03-25 06:42:25.287774856,Delivered,Small Box
D00378,NW1 8BF,0.6,True,2023-06-22 01:52:02.356771564,Delivered,Letter
D00379,E1 6AN,0.92,True,2023-06-23 07:22:48.334766788,Pending,Large Box
D00380,SW1A 1AA,0.98,True,2025-03-29 05:27:42.281518152,Pending,Letter
D00381,SE1 7PB,0.11,False,2025-02-09 15:29:00.594073192,Delivered,Medium Box
D00382,WC2E 7HQ,0.06,False,2024-11-24 21:30:21.619160856,Pending,Letter
D00383,SE1 7PB,0.79,True,2024-08-15 10:18:45.402115112,Pending,Letter
D00384,SW1A 1AA,0.98,True,2024-08-21 07:34:46.091447040,Failed,Small Box
D00385,SW1A 1AA,0.22,False,2023-12-19 23:47:59.124965960,Failed,Letter
D00386,E1 6AN,0.88,True,2023-09-18 23:33:47.007580712,Pending,Small Box
D00387,N1 2RY,0.99,True,2024-11-06 13:11:49.770736280,Delivered,Small Box
D00388,SE1 7PB,0.1,False,2023-07-19 12:16:05.561543682,Failed,Large Box
D00389,EC1A 1BB,0.88,True,2023-01-02 08:10:08.254163134,Delivered,Small Box
D00390,NW1 8BF,0.38,False,2024-01-22 16:29:58.147466916,Pending,Small Box
D00391,EC1A 1BB,0.54,True,2024-10-09 17:45:33.522948736,Failed,Letter
D00392,N1 2RY,0.87,True,2025-02-02 04:31:24.220997640,Pending,Large Box
D00393,E1 6AN,0.92,True,2024-03-30 23:19:10.686656600,Pending,Medium Box
D00394,SW1A 1AA,0.82,True,2024-12-13 21:26:27.812143744,Pending,Letter
D00395,SE1 7PB,0.01,False,2023-05-30 17:50:07.943275280,Delivered,Medium Box
D00396,E1 6AN,0.93,True,2023-04-03 22:37:50.965251651,Pending,Medium Box
D00397,EC1A 1BB,0.79,True,2023-01-16 11:19:01.387252827,Pending,Medium Box
D00398,EC1A 1BB,0.85,True,2024-10-27 22:12:42.364403360,Delivered,Small Box
D00399,N1 2RY,0.9,True,2024-02-11 11:20:24.295346000,Failed,Medium Box
D00400,SE1 7PB,0.07,False,2023-10-24 01:10:37.450451348,Pending,Medium Box
D00401,W1D 2HP,0.95,True,2024-07-25 18:52:00.482222328,Pending,Large Box
D00402,WC2E 7HQ,0.86,True,2023-06-22 16:42:19.778081792,Failed,Large Box
D00403,W1D 2HP,0.15,False,2023-05-28 18:56:22.766274718,Delivered,Small Box
D00404,WC2E 7HQ,0.67,True,2025-04-02 07:28:34.741448904,Failed,Medium Box
D00405,WC2E 7HQ,0.99,True,2023-06-10 05:31:52.741739794,Pending,Medium Box
D00406,NW1 8BF,0.59,True,2024-02-07 11:16:40.389644948,Pending,Small Box
D00407,W1D 2HP,0.66,True,2024-08-21 11:09:01.498557880,Delivered,Letter
D00408,SE1 7PB,0.28,False,2023-06-24 17:02:52.981444948,Delivered,Medium Box
D00409,EC1A 1BB,0.75,True,2023-12-30 17:32:47.454358152,Pending,Medium Box
D00410,SW1A 1AA,0.42,False,2023-01-26 05:31:27.142890422,Failed,Letter
D00411,SW1A 1AA,0.31,False,2023-04-16 04:50:20.942389932,Failed,Large Box
D00412,SW1A 1AA,0.61,True,2023-01-07 08:18:47.406179489,Pending,Letter
D00413,EC1A 1BB,0.16,False,2024-05-26 20:05:11.153798696,Failed,Letter
D00414,WC2E 7HQ,0.32,False,2023-04-10 05:01:41.839079631,Failed,Large Box
D00415,E1 6AN,0.53,True,2023-09-19 04:04:42.759995036,Pending,Letter
D00416,SE1 7PB,0.45,False,2025-02-06 06:21:49.606383272,Delivered,Large Box
D00417,NW1 8BF,0.42,False,2025-03-22 15:31:34.147570128,Delivered,Large Box
D00418,NW1 8BF,0.82,True,2023-06-09 14:11:00.117974096,Pending,Small Box
D00419,SW1A 1AA,0.63,True,2024-08-23 03:43:43.667976296,Delivered,Small Box
D00420,SE1 7PB,0.15,False,2023-12-28 23:27:53.800406256,Pending,Small Box
D00421,WC2E 7HQ,0.0,False,2023-02-28 05:41:59.563497972,Delivered,Medium Box
D00422,SE1 7PB,0.4,False,2023-11-05 02:23:56.772686756,Delivered,Medium Box
D00423,N1 2RY,0.86,True,2024-01-20 13:19:51.107141800,Pending,Letter
D00424,EC1A 1BB,0.77,True,2023-10-26 02:04:19.508130676,Failed,Medium Box
D00425,NW1 8BF,0.24,False,2023-03-31 23:47:59.835141949,Pending,Medium Box
D00426,W1D 2HP,0.94,True,2024-03-22 17:25:42.093156760,Failed,Medium Box
D00427,E1 6AN,0.63,True,2024-09-22 00:35:10.393044176,Pending,Letter
D00428,NW1 8BF,0.76,True,2024-07-25 07:06:06.748327520,Failed,Medium Box
D00429,N1 2RY,0.19,False,2024-02-07 17:31:42.562518832,Delivered,Small Box
D00430,SE1 7PB,0.85,True,2024-08-12 16:12:28.422238016,Pending,Medium Box
D00431,N1 2RY,0.68,True,2024-07-01 21:52:13.155358400,Delivered,Medium Box
D00432,E1 6AN,0.13,False,2024-06-20 08:05:19.497625616,Pending,Small Box
D00433,EC1A 1BB,0.24,False,2025-05-05 01:41:23.731365968,Pending,Medium Box
D00434,EC1A 1BB,0.5,True,2024-11-28 23:30:03.080611392,Failed,Letter
D00435,E1 6AN,0.53,True,2024-09-16 15:55:52.108147152,Failed,Large Box
D00436,N1 2RY,0.93,True,2023-07-09 11:01:14.070311470,Pending,Letter
D00437,W1D 2HP,0.19,False,2023-11-18 02:48:19.645659296,Failed,Large Box
D00438,N1 2RY,0.86,True,2024-01-13 19:02:50.139967440,Delivered,Large Box
D00439,N1 2RY,0.56,True,2025-05-03 14:37:43.214240416,Failed,Medium Box
D00440,NW1 8BF,0.17,False,2025-03-02 06:45:15.353964920,Pending,Small Box
D00441,EC1A 1BB,0.94,True,2023-05-21 16:01:56.903828436,Delivered,Medium Box
D00442,SE1 7PB,0.73,True,2023-09-20 18:05:01.746884440,Pending,Letter
D00443,E1 6AN,0.2,False,2024-07-11 11:19:35.729258832,Delivered,Small Box
D00444,W1D 2HP,0.96,True,2023-06-09 04:09:56.096589342,Pending,Small Box
D00445,WC2E 7HQ,0.24,False,2023-01-14 06:50:19.706062341,Failed,Large Box
D00446,N1 2RY,0.2,False,2023-09-02 18:05:49.219231788,Failed,Medium Box
D00447,NW1 8BF,0.54,True,2023-12-10 22:36:16.821425612,Pending,Small Box
D00448,NW1 8BF,0.04,False,2024-01-06 04:54:02.420648372,Failed,Small Box
D00449,SW1A 1AA,0.75,True,2024-11-20 02:42:00.900945568,Delivered,Large Box
D00450,WC2E 7HQ,0.61,True,2023-12-14 13:24:51.964303980,Pending,Letter
D00451,SE1 7PB,0.07,False,2025-01-24 21:13:37.093941328,Pending,Large Box
D00452,N1 2RY,0.24,False,2025-02-12 04:24:46.782636712,Pending,Letter
D00453,EC1A 1BB,0.27,False,2023-06-05 07:17:25.077090002,Failed,Small Box
D00454,SE1 7PB,0.69,True,2023-01-11 09:03:44.093277139,Delivered,Large Box
D00455,SW1A 1AA,0.45,False,2024-05-12 14:39:11.768201704,Delivered,Small Box
D00456,EC1A 1BB,0.61,True,2023-09-01 04:48:10.651854656,Failed,Large Box
D00457,EC1A 1BB,0.09,False,2023-10-12 19:28:03.201394600,Failed,Large Box
D00458,EC1A 1BB,0.67,True,2023-11-18 07:53:56.801991956,Pending,Letter
D00459,NW1 8BF,0.95,True,2024-12-20 03:33:06.403606640,Pending,Small Box
D00460,E1 6AN,0.07,False,2023-06-23 15:46:17.641763430,Delivered,Small Box
D00461,W1D 2HP,0.91,True,2024-03-02 08:16:00.204055456,Pending,Medium Box
D00462,W1D 2HP,0.35,False,2024-07-28 14:07:43.933569816,Delivered,Small Box
D00463,NW1 8BF,0.87,True,2023-12-18 17:45:06.716250016,Pending,Medium Box
D00464,SW1A 1AA,0.12,False,2023-01-04 17:43:22.227635025,Delivered,Small Box
D00465,E1 6AN,0.4,False,2024-01-08 09:16:17.272632156,Pending,Medium Box
D00466,E1 6AN,0.52,True,2023-02-28 05:21:31.484469056,Pending,Medium Box
D00467,W1D 2HP,0.87,True,2023-10-20 19:19:30.535609860,Pending,Small Box
D00468,W1D 2HP,0.82,True,2024-06-03 22:26:49.593391064,Pending,Medium Box
D00469,SE1 7PB,0.55,True,2024-08-08 04:32:52.420843880,Delivered,Letter
D00470,WC2E 7HQ,0.39,False,2023-01-25 13:14:58.685720712,Failed,Medium Box
D00471,W1D 2HP,0.39,False,2023-04-28 00:28:36.281474186,Pending,Small Box
D00472,WC2E 7HQ,0.37,False,2024-06-09 20:44:50.495209008,Pending,Medium Box
D00473,SE1 7PB,0.42,False,2024-07-24 15:41:51.787006440,Failed,Small Box
D00474,W1D 2HP,0.77,True,2024-07-21 08:54:24.601326120,Failed,Medium Box
D00475,N1 2RY,0.76,True,2023-05-11 20:59:31.439667898,Delivered,Letter
D00476,NW1 8BF,0.41,False,2023-11-02 03:38:53.923739948,Delivered,Large Box
D00477,EC1A 1BB,0.33,False,2023-09-07 10:25:36.931014120,Delivered,Letter
D00478,WC2E 7HQ,0.42,False,2023-10-20 07:24:36.818055764,Pending,Letter
D00479,N1 2RY,0.18,False,2024-02-13 16:08:52.606880856,Pending,Small Box
D00480,N1 2RY,0.15,False,2023-10-08 13:05:24.232811448,Delivered,Large Box
D00481,WC2E 7HQ,0.37,False,2024-10-13 11:07:05.808869888,Failed,Large Box
D00482,SE1 7PB,0.47,False,2023-10-18 06:05:24.312710564,Failed,Small Box
D00483,EC1A 1BB,0.02,False,2023-09-27 22:21:07.728508092,Failed,Letter
D00484,WC2E 7HQ,0.38,False,2024-11-09 11:32:15.560594712,Failed,Letter
D00485,NW1 8BF,0.77,True,2023-11-30 05:51:06.118700836,Delivered,Small Box
D00486,NW1 8BF,0.55,True,2023-10-06 07:55:52.568818592,Delivered,Medium Box
D00487,W1D 2HP,0.6,True,2024-09-05 09:19:47.366581560,Failed,Small Box
D00488,WC2E 7HQ,0.54,True,2023-11-19 21:05:01.514314408,Delivered,Large Box
D00489,NW1 8BF,0.56,True,2024-06-20 23:33:11.116541152,Pending,Small Box
D00490,N1 2RY,0.2,False,2024-06-27 07:42:43.150314992,Failed,Letter
D00491,WC2E 7HQ,0.17,False,2024-02-28 22:39:36.391385208,Pending,Small Box
D00492,WC2E 7HQ,0.83,True,2023-05-30 17:47:20.316417688,Pending,Letter
D00493,SW1A 1AA,0.16,False,2024-01-18 14:58:38.282562400,Failed,Letter
D00494,W1D 2HP,0.28,False,2024-01-22 07:46:14.414236840,Failed,Medium Box
D00495,WC2E 7HQ,0.31,False,2024-02-27 19:37:40.481275672,Pending,Small Box
D00496,NW1 8BF,0.28,False,2023-03-02 00:54:37.958577196,Failed,Small Box
D00497,W1D 2HP,0.7,True,2024-11-18 13:44:13.715671560,Pending,Letter
D00498,EC1A 1BB,1.0,True,2025-04-22 08:13:26.977260688,Pending,Large Box
D00499,SW1A 1AA,0.75,True,2024-07-20 07:41:48.252082328,Delivered,Letter
D00500,W1D 2HP,0.61,True,2023-02-11 00:12:07.994653285,Pending,Large Box
